!CSV A.01.01,,,,,,,,,,,,
!Ceyear Technologies,3672E,ZFL00040,2.1.5,,,,,,,,,
!Date:,2022/6/12 12:11,,,,,,,,,,,
!Source:,GCA Sweep Data,,,,,,,,,,,
,,,,,,,,,,,,
Calibration State:,ON,,,,,,,,,,,
Num Freq Points: ,101,,,,,,,,,,,
Num Iterations: ,30,,,,,,,,,,,
,,,,,,,,,,,,
Frequncy,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2
5.00E+09,-4.81004,100.635571,3.998578,-116.411495,13.009513,29.171647,8.977401,59.838103,0.033534,85.745039,0,0
5.00E+09,-4.81004,100.635571,4.484497,-114.660696,13.081469,31.048467,8.977401,59.838103,-0.38043,85.871059,0,0
5.04E+09,-5.807991,33.086147,-10.273685,-11.668114,3.639604,131.900948,10.260549,-7.430109,3.65274,150.999171,0,0
5.04E+09,-5.807991,33.086147,-9.756311,-10.43056,4.114347,133.075166,10.260549,-7.430109,3.610109,150.935835,0,0
5.04E+09,-5.807991,33.086147,-9.240941,-9.169311,4.607502,134.301873,10.260549,-7.430109,3.587894,150.901292,0,0
5.04E+09,-5.807991,33.086147,-8.723032,-7.823531,5.061055,135.561556,10.260549,-7.430109,3.523538,150.815196,0,0
5.04E+09,-5.807991,33.086147,-8.206526,-6.505474,5.516417,136.821622,10.260549,-7.430109,3.462394,150.757205,0,0
5.04E+09,-5.807991,33.086147,-7.689642,-5.208749,5.981215,138.05444,10.260549,-7.430109,3.410308,150.693298,0,0
5.04E+09,-5.807991,33.086147,-7.169911,-3.90586,6.415604,139.283972,10.260549,-7.430109,3.324967,150.61994,0,0
5.04E+09,-5.807991,33.086147,-6.651968,-2.501506,6.846533,140.626759,10.260549,-7.430109,3.237952,150.558374,0,0
5.04E+09,-5.807991,33.086147,-6.131906,-1.119767,7.280694,141.944812,10.260549,-7.430109,3.152052,150.494687,0,0
5.04E+09,-5.807991,33.086147,-5.612746,0.27565,7.677148,143.275059,10.260549,-7.430109,3.029345,150.429518,0,0
5.04E+09,-5.807991,33.086147,-5.09291,1.714023,8.067793,144.67941,10.260549,-7.430109,2.900154,150.395496,0,0
5.04E+09,-5.807991,33.086147,-4.575023,3.032011,8.447901,145.963001,10.260549,-7.430109,2.762376,150.361099,0,0
5.04E+09,-5.807991,33.086147,-4.056326,4.544369,8.799004,147.462521,10.260549,-7.430109,2.594781,150.348261,0,0
5.04E+09,-5.807991,33.086147,-3.539512,6.03222,9.132867,148.94665,10.260549,-7.430109,2.41183,150.34454,0,0
5.04E+09,-5.807991,33.086147,-3.02311,7.461104,9.457713,150.389721,10.260549,-7.430109,2.220275,150.358725,0,0
5.04E+09,-5.807991,33.086147,-2.508815,9.102548,9.760477,152.060015,10.260549,-7.430109,2.008743,150.387575,0,0
5.04E+09,-5.807991,33.086147,-1.993879,10.649737,10.034046,153.661326,10.260549,-7.430109,1.767376,150.441697,0,0
5.04E+09,-5.807991,33.086147,-1.481776,12.121667,10.302642,155.199498,10.260549,-7.430109,1.52387,150.507941,0,0
5.04E+09,-5.807991,33.086147,-0.972527,13.667361,10.549898,156.824584,10.260549,-7.430109,1.261876,150.587333,0,0
5.04E+09,-5.807991,33.086147,-0.463151,15.160455,10.771561,158.421198,10.260549,-7.430109,0.974164,150.690852,0,0
5.04E+09,-5.807991,33.086147,0.041573,16.801262,10.974794,160.177103,10.260549,-7.430109,0.672672,150.805951,0,0
5.04E+09,-5.807991,33.086147,0.546351,18.317944,11.16413,161.821589,10.260549,-7.430109,0.35723,150.933754,0,0
5.04E+09,-5.807991,33.086147,1.047091,19.900958,11.315268,163.549961,10.260549,-7.430109,0.007628,151.079112,0,0
5.04E+09,-5.807991,33.086147,1.546461,21.470512,11.455556,165.27014,10.260549,-7.430109,-0.351454,151.229737,0,0
5.04E+09,-5.807991,33.086147,2.042861,23.081656,11.57467,167.027646,10.260549,-7.430109,-0.72874,151.376099,0,0
5.04E+09,-5.807991,33.086147,2.538037,24.656445,11.674296,168.749008,10.260549,-7.430109,-1.12429,151.522671,0,0
5.04E+09,-5.807991,33.086147,3.030003,26.384059,11.763585,170.612299,10.260549,-7.430109,-1.526967,151.658349,0,0
5.04E+09,-5.807991,33.086147,3.520488,28.044875,11.845309,172.407307,10.260549,-7.430109,-1.935728,151.792541,0,0
5.04E+09,-5.807991,33.086147,4.007191,29.732349,11.913584,174.229804,10.260549,-7.430109,-2.354155,151.927563,0,0
5.04E+09,-5.807991,33.086147,4.493211,31.475194,11.97562,176.092875,10.260549,-7.430109,-2.77814,152.047789,0,0
5.08E+09,-4.81056,108.76847,-10.006731,-159.186441,3.892336,-15.862432,10.349802,70.807656,3.549265,72.516353,0,0
5.08E+09,-4.81056,108.76847,-9.490468,-157.99597,4.393691,-14.714188,10.349802,70.807656,3.534357,72.474127,0,0
5.08E+09,-4.81056,108.76847,-8.972894,-156.766476,4.842528,-13.554157,10.349802,70.807656,3.46562,72.404663,0,0
5.08E+09,-4.81056,108.76847,-8.457296,-155.50789,5.321546,-12.33236,10.349802,70.807656,3.429039,72.367875,0,0
5.08E+09,-4.81056,108.76847,-7.93959,-154.189651,5.803624,-11.075289,10.349802,70.807656,3.393412,72.306707,0,0
5.08E+09,-4.81056,108.76847,-7.422765,-152.905647,6.247947,-9.852379,10.349802,70.807656,3.320909,72.245613,0,0
5.08E+09,-4.81056,108.76847,-6.903211,-151.573975,6.703727,-8.574233,10.349802,70.807656,3.257135,72.192087,0,0
5.08E+09,-4.81056,108.76847,-6.385027,-150.193128,7.169975,-7.24435,10.349802,70.807656,3.2052,72.141122,0,0
5.08E+09,-4.81056,108.76847,-5.865575,-148.796653,7.592821,-5.901672,10.349802,70.807656,3.108594,72.087325,0,0
5.08E+09,-4.81056,108.76847,-5.347612,-147.4198,8.02041,-4.569087,10.349802,70.807656,3.018219,72.043057,0,0
5.08E+09,-4.81056,108.76847,-4.8296,-146.013456,8.449746,-3.198736,10.349802,70.807656,2.929544,72.007064,0,0
5.08E+09,-4.81056,108.76847,-4.310765,-144.596541,8.837006,-1.816954,10.349802,70.807656,2.797969,71.971931,0,0
5.08E+09,-4.81056,108.76847,-3.793468,-143.208028,9.224632,-0.447138,10.349802,70.807656,2.668298,71.953235,0,0
5.08E+09,-4.81056,108.76847,-3.275914,-141.717202,9.599308,1.029605,10.349802,70.807656,2.52542,71.939151,0,0
5.08E+09,-4.81056,108.76847,-2.760594,-140.234288,9.937619,2.51886,10.349802,70.807656,2.348411,71.945492,0,0
5.08E+09,-4.81056,108.76847,-2.244615,-138.743543,10.261482,4.03279,10.349802,70.807656,2.156294,71.968678,0,0
5.08E+09,-4.81056,108.76847,-1.731125,-137.329127,10.583932,5.47829,10.349802,70.807656,1.965255,71.999762,0,0
5.08E+09,-4.81056,108.76847,-1.218509,-135.843226,10.859459,7.014011,10.349802,70.807656,1.728166,72.049581,0,0
5.08E+09,-4.81056,108.76847,-0.708579,-134.203486,11.12432,8.729121,10.349802,70.807656,1.483097,72.124951,0,0
5.08E+09,-4.81056,108.76847,-0.198669,-132.656179,11.371179,10.361752,10.349802,70.807656,1.220046,72.210275,0,0
5.08E+09,-4.81056,108.76847,0.306816,-131.177447,11.581697,11.943243,10.349802,70.807656,0.925079,72.313035,0,0
5.08E+09,-4.81056,108.76847,0.812414,-129.580932,11.769496,13.653897,10.349802,70.807656,0.60728,72.427173,0,0
5.08E+09,-4.81056,108.76847,1.313473,-127.914139,11.939168,15.449918,10.349802,70.807656,0.275893,72.556401,0,0
5.08E+09,-4.81056,108.76847,1.813204,-126.319043,12.074612,17.185519,10.349802,70.807656,-0.088394,72.696906,0,0
5.08E+09,-4.81056,108.76847,2.311541,-124.649097,12.197044,18.988447,10.349802,70.807656,-0.4643,72.829889,0,0
5.08E+09,-4.81056,108.76847,2.806695,-122.942891,12.306998,20.830984,10.349802,70.807656,-0.849499,72.966219,0,0
5.08E+09,-4.81056,108.76847,3.301748,-121.312335,12.395796,22.592216,10.349802,70.807656,-1.255754,73.096895,0,0
5.08E+09,-4.81056,108.76847,3.791695,-119.704483,12.478577,24.335661,10.349802,70.807656,-1.662921,73.232488,0,0
5.08E+09,-4.81056,108.76847,4.282176,-118.03274,12.553185,26.137006,10.349802,70.807656,-2.078793,73.362091,0,0
5.08E+09,-4.81056,108.76847,4.769083,-116.337731,12.615499,27.958239,10.349802,70.807656,-2.503386,73.488314,0,0
5.12E+09,-4.326072,118.799099,-10.322299,85.652478,3.602432,-131.240833,9.987648,74.572719,3.937084,68.53397,0,0
5.12E+09,-4.326072,118.799099,-9.807275,86.975982,4.097711,-129.973416,9.987648,74.572719,3.917339,68.477883,0,0
5.12E+09,-4.326072,118.799099,-9.2912,88.094539,4.56491,-128.905583,9.987648,74.572719,3.868462,68.427159,0,0
5.12E+09,-4.326072,118.799099,-8.775672,89.324966,5.047668,-127.716004,9.987648,74.572719,3.835692,68.386311,0,0
5.12E+09,-4.326072,118.799099,-8.257831,90.612702,5.542082,-126.474997,9.987648,74.572719,3.812264,68.339583,0,0
5.12E+09,-4.326072,118.799099,-7.741629,91.846652,6.001701,-125.296425,9.987648,74.572719,3.755682,68.284204,0,0
5.12E+09,-4.326072,118.799099,-7.222316,93.271787,6.464782,-123.919503,9.987648,74.572719,3.699451,68.235992,0,0
5.12E+09,-4.326072,118.799099,-6.705405,94.511136,6.952279,-122.724653,9.987648,74.572719,3.670036,68.191493,0,0
5.12E+09,-4.326072,118.799099,-6.187946,95.849052,7.389897,-121.445591,9.987648,74.572719,3.590195,68.132638,0,0
5.12E+09,-4.326072,118.799099,-5.6679,97.232828,7.844134,-120.10936,9.987648,74.572719,3.524386,68.085094,0,0
5.12E+09,-4.326072,118.799099,-5.150008,98.619464,8.301355,-118.768144,9.987648,74.572719,3.463715,68.039674,0,0
5.12E+09,-4.326072,118.799099,-4.6307,100.037169,8.722483,-117.391753,9.987648,74.572719,3.365535,67.998359,0,0
5.12E+09,-4.326072,118.799099,-4.114059,101.381479,9.143824,-116.086443,9.987648,74.572719,3.270235,67.95936,0,0
5.12E+09,-4.326072,118.799099,-3.596471,102.866648,9.57076,-114.633183,9.987648,74.572719,3.179583,67.927451,0,0
5.12E+09,-4.326072,118.799099,-3.081483,104.309778,9.946628,-113.230586,9.987648,74.572719,3.040462,67.886918,0,0
5.12E+09,-4.326072,118.799099,-2.565237,105.67228,10.325313,-111.885647,9.987648,74.572719,2.902902,67.869354,0,0
5.12E+09,-4.326072,118.799099,-2.051714,107.211343,10.693887,-110.362836,9.987648,74.572719,2.757953,67.853102,0,0
5.12E+09,-4.326072,118.799099,-1.538196,108.686809,11.013385,-108.891153,9.987648,74.572719,2.563933,67.849319,0,0
5.12E+09,-4.326072,118.799099,-1.027495,110.1123,11.326184,-107.461892,9.987648,74.572719,2.366031,67.853089,0,0
5.12E+09,-4.326072,118.799099,-0.516962,111.752753,11.620535,-105.79392,9.987648,74.572719,2.149849,67.880608,0,0
5.12E+09,-4.326072,118.799099,-0.01045,113.313249,11.872014,-104.200317,9.987648,74.572719,1.894816,67.913716,0,0
5.12E+09,-4.326072,118.799099,0.494393,114.831166,12.101884,-102.635742,9.987648,74.572719,1.619843,67.960373,0,0
5.12E+09,-4.326072,118.799099,0.998501,116.402615,12.317163,-101.003868,9.987648,74.572719,1.331015,68.020797,0,0
5.12E+09,-4.326072,118.799099,1.500568,117.917154,12.486524,-99.423073,9.987648,74.572719,0.998308,68.087054,0,0
5.12E+09,-4.326072,118.799099,2.000708,119.463344,12.643932,-97.811393,9.987648,74.572719,0.655576,68.152544,0,0
5.12E+09,-4.326072,118.799099,2.497916,120.98716,12.785823,-96.21449,9.987648,74.572719,0.300259,68.225631,0,0
5.12E+09,-4.326072,118.799099,2.994787,122.645251,12.905629,-94.49114,9.987648,74.572719,-0.076806,68.29089,0,0
5.12E+09,-4.326072,118.799099,3.48754,124.326261,13.013853,-92.739989,9.987648,74.572719,-0.461335,68.361031,0,0
5.12E+09,-4.326072,118.799099,3.979584,125.880892,13.116692,-91.117953,9.987648,74.572719,-0.850539,68.428437,0,0
5.12E+09,-4.326072,118.799099,4.468586,127.522969,13.200686,-89.404387,9.987648,74.572719,-1.255547,68.499925,0,0
5.16E+09,-4.621764,-177.28882,-10.280732,84.733693,3.637178,-132.46285,10.476999,141.000232,3.440911,1.803226,0,0
5.16E+09,-4.621764,-177.28882,-9.765885,86.033931,4.098094,-131.214133,10.476999,141.000232,3.38698,1.751704,0,0
5.16E+09,-4.621764,-177.28882,-9.249553,87.246562,4.577487,-130.027143,10.476999,141.000232,3.35004,1.726063,0,0
5.16E+09,-4.621764,-177.28882,-8.73324,88.501767,5.068692,-128.818722,10.476999,141.000232,3.324932,1.679279,0,0
5.16E+09,-4.621764,-177.28882,-8.21607,89.739397,5.525054,-127.633585,10.476999,141.000232,3.264125,1.626787,0,0
5.16E+09,-4.621764,-177.28882,-7.699754,91.176481,5.989345,-126.236849,10.476999,141.000232,3.2121,1.586438,0,0
5.16E+09,-4.621764,-177.28882,-7.181359,92.389577,6.470123,-125.065453,10.476999,141.000232,3.174484,1.544738,0,0
5.16E+09,-4.621764,-177.28882,-6.663571,93.653777,6.906613,-123.847143,10.476999,141.000232,3.093185,1.498848,0,0
5.16E+09,-4.621764,-177.28882,-6.145851,94.986173,7.356011,-122.547296,10.476999,141.000232,3.024863,1.466299,0,0
5.16E+09,-4.621764,-177.28882,-5.62606,96.266374,7.809469,-121.293737,10.476999,141.000232,2.95853,1.439658,0,0
5.16E+09,-4.621764,-177.28882,-5.107611,97.676519,8.21546,-119.910095,10.476999,141.000232,2.846073,1.413154,0,0
5.16E+09,-4.621764,-177.28882,-4.587892,98.928583,8.631231,-118.672689,10.476999,141.000232,2.742123,1.398496,0,0
5.16E+09,-4.621764,-177.28882,-4.071184,100.413679,9.042111,-117.172055,10.476999,141.000232,2.636295,1.414034,0,0
5.16E+09,-4.621764,-177.28882,-3.5529,101.832736,9.410465,-115.742433,10.476999,141.000232,2.486366,1.424599,0,0
5.16E+09,-4.621764,-177.28882,-3.03822,103.312624,9.770606,-114.223205,10.476999,141.000232,2.331827,1.46394,0,0
5.16E+09,-4.621764,-177.28882,-2.521934,104.728183,10.127671,-112.753643,10.476999,141.000232,2.172606,1.517943,0,0
5.16E+09,-4.621764,-177.28882,-2.008243,106.242183,10.43656,-111.164672,10.476999,141.000232,1.967804,1.592913,0,0
5.16E+09,-4.621764,-177.28882,-1.494729,107.700925,10.742158,-109.614496,10.476999,141.000232,1.759889,1.684347,0,0
5.16E+09,-4.621764,-177.28882,-0.9844,109.229028,11.031523,-107.975521,10.476999,141.000232,1.538924,1.795219,0,0
5.16E+09,-4.621764,-177.28882,-0.475649,110.697165,11.280171,-106.386606,10.476999,141.000232,1.278821,1.915997,0,0
5.16E+09,-4.621764,-177.28882,0.032183,112.14247,11.515088,-104.803963,10.476999,141.000232,1.005906,2.053335,0,0
5.16E+09,-4.621764,-177.28882,0.537272,113.660577,11.726546,-103.13913,10.476999,141.000232,0.712276,2.200061,0,0
5.16E+09,-4.621764,-177.28882,1.041731,115.157108,11.901166,-101.494244,10.476999,141.000232,0.382436,2.348415,0,0
5.16E+09,-4.621764,-177.28882,1.542272,116.712021,12.054117,-99.788959,10.476999,141.000232,0.034845,2.498788,0,0
5.16E+09,-4.621764,-177.28882,2.042025,118.349692,12.195741,-98.006632,10.476999,141.000232,-0.323283,2.643444,0,0
5.16E+09,-4.621764,-177.28882,2.538408,119.959685,12.306565,-96.261016,10.476999,141.000232,-0.708842,2.779067,0,0
5.16E+09,-4.621764,-177.28882,3.034333,121.568509,12.410116,-94.524574,10.476999,141.000232,-1.101216,2.906685,0,0
5.16E+09,-4.621764,-177.28882,3.526118,123.041,12.504551,-92.931214,10.476999,141.000232,-1.498566,3.027554,0,0
5.16E+09,-4.621764,-177.28882,4.016724,124.745749,12.584042,-91.109202,10.476999,141.000232,-1.909681,3.144817,0,0
5.16E+09,-4.621764,-177.28882,4.504843,126.181872,12.655803,-89.554175,10.476999,141.000232,-2.32604,3.263721,0,0
5.20E+09,-3.747937,31.074421,-10.356105,-59.355489,3.560977,83.214415,9.785335,-2.147896,4.131747,144.7178,0,0
5.20E+09,-3.747937,31.074421,-9.839795,-58.158079,4.043215,84.359784,9.785335,-2.147896,4.097674,144.665759,0,0
5.20E+09,-3.747937,31.074421,-9.323374,-56.956825,4.545252,85.523213,9.785335,-2.147896,4.083291,144.627935,0,0
5.20E+09,-3.747937,31.074421,-8.807404,-55.712907,5.005616,86.698673,9.785335,-2.147896,4.027685,144.559476,0,0
5.20E+09,-3.747937,31.074421,-8.289455,-54.521104,5.487433,87.837833,9.785335,-2.147896,3.991552,144.506833,0,0
5.20E+09,-3.747937,31.074421,-7.772749,-53.285888,5.977199,89.025403,9.785335,-2.147896,3.964613,144.459187,0,0
5.20E+09,-3.747937,31.074421,-7.255974,-52.128088,6.424955,90.109015,9.785335,-2.147896,3.895594,144.385,0,0
5.20E+09,-3.747937,31.074421,-6.736509,-50.760616,6.89058,91.418113,9.785335,-2.147896,3.841753,144.326626,0,0
5.20E+09,-3.747937,31.074421,-6.218583,-49.407319,7.364276,92.708763,9.785335,-2.147896,3.797523,144.263979,0,0
5.20E+09,-3.747937,31.074421,-5.698814,-48.11923,7.802114,93.923187,9.785335,-2.147896,3.715593,144.190314,0,0
5.20E+09,-3.747937,31.074421,-5.180234,-46.733096,8.242276,95.244205,9.785335,-2.147896,3.637174,144.125197,0,0
5.20E+09,-3.747937,31.074421,-4.661002,-45.354337,8.696554,96.569743,9.785335,-2.147896,3.572221,144.071976,0,0
5.20E+09,-3.747937,31.074421,-4.14383,-44.098543,9.099751,97.754469,9.785335,-2.147896,3.458246,144.000909,0,0
5.20E+09,-3.747937,31.074421,-3.626526,-42.753646,9.505912,99.047832,9.785335,-2.147896,3.347103,143.949375,0,0
5.20E+09,-3.747937,31.074421,-3.110901,-41.228241,9.90192,100.513408,9.785335,-2.147896,3.227486,143.889546,0,0
5.20E+09,-3.747937,31.074421,-2.595038,-39.832951,10.26415,101.858736,9.785335,-2.147896,3.073853,143.839584,0,0
5.20E+09,-3.747937,31.074421,-2.081514,-38.297528,10.612923,103.349323,9.785335,-2.147896,2.909102,143.794747,0,0
5.20E+09,-3.747937,31.074421,-1.568504,-36.89541,10.958258,104.714865,9.785335,-2.147896,2.741426,143.758172,0,0
5.20E+09,-3.747937,31.074421,-1.058841,-35.43914,11.254175,106.155159,9.785335,-2.147896,2.52768,143.742196,0,0
5.20E+09,-3.747937,31.074421,-0.550082,-34.010952,11.5411,107.570922,9.785335,-2.147896,2.305847,143.72977,0,0
5.20E+09,-3.747937,31.074421,-0.043135,-32.560803,11.808421,109.028728,9.785335,-2.147896,2.06622,143.737427,0,0
5.20E+09,-3.747937,31.074421,0.460413,-31.05737,12.034651,110.557807,9.785335,-2.147896,1.788903,143.763074,0,0
5.20E+09,-3.747937,31.074421,0.963332,-29.585415,12.241627,112.074581,9.785335,-2.147896,1.492959,143.807892,0,0
5.20E+09,-3.747937,31.074421,1.462578,-28.104252,12.429608,113.603214,9.785335,-2.147896,1.181695,143.855363,0,0
5.20E+09,-3.747937,31.074421,1.960587,-26.546165,12.57893,115.227628,9.785335,-2.147896,0.833007,143.921689,0,0
5.20E+09,-3.747937,31.074421,2.455262,-24.991066,12.712162,116.85137,9.785335,-2.147896,0.471565,143.990332,0,0
5.20E+09,-3.747937,31.074421,2.949337,-23.471648,12.838808,118.427444,9.785335,-2.147896,0.104136,144.046988,0,0
5.20E+09,-3.747937,31.074421,3.440243,-21.874677,12.938058,120.09129,9.785335,-2.147896,-0.28752,144.113863,0,0
5.20E+09,-3.747937,31.074421,3.929816,-20.398835,13.034466,121.633752,9.785335,-2.147896,-0.680686,144.180483,0,0
5.20E+09,-3.747937,31.074421,4.41655,-19.003869,13.119891,123.092344,9.785335,-2.147896,-1.081995,144.244109,0,0
5.24E+09,-4.774038,-116.138809,-10.381265,156.255991,3.501648,-61.429389,9.346547,-146.136181,4.536366,-71.549199,0,0
5.24E+09,-4.774038,-116.138809,-9.863672,157.497399,4.010022,-60.229111,9.346547,-146.136181,4.527147,-71.590329,0,0
5.24E+09,-4.774038,-116.138809,-9.348967,158.681256,4.472682,-59.116452,9.346547,-146.136181,4.475103,-71.661528,0,0
5.24E+09,-4.774038,-116.138809,-8.832201,159.757191,4.95901,-58.07688,9.346547,-146.136181,4.444664,-71.69789,0,0
5.24E+09,-4.774038,-116.138809,-8.314966,160.993482,5.454652,-56.883992,9.346547,-146.136181,4.423071,-71.741294,0,0
5.24E+09,-4.774038,-116.138809,-7.797806,162.274746,5.904111,-55.696488,9.346547,-146.136181,4.355371,-71.835053,0,0
5.24E+09,-4.774038,-116.138809,-7.280267,163.445171,6.377272,-54.581426,9.346547,-146.136181,4.310993,-71.890417,0,0
5.24E+09,-4.774038,-116.138809,-6.760572,164.772841,6.854032,-53.325226,9.346547,-146.136181,4.268057,-71.961886,0,0
5.24E+09,-4.774038,-116.138809,-6.242878,166.07858,7.299893,-52.087219,9.346547,-146.136181,4.196225,-72.029619,0,0
5.24E+09,-4.774038,-116.138809,-5.723149,167.495131,7.752966,-50.751034,9.346547,-146.136181,4.129568,-72.109984,0,0
5.24E+09,-4.774038,-116.138809,-5.204615,168.796819,8.213465,-49.494075,9.346547,-146.136181,4.071533,-72.154714,0,0
5.24E+09,-4.774038,-116.138809,-4.687855,170.154992,8.629649,-48.229625,9.346547,-146.136181,3.970958,-72.248437,0,0
5.24E+09,-4.774038,-116.138809,-4.169099,171.514959,9.052756,-46.944899,9.346547,-146.136181,3.875308,-72.323677,0,0
5.24E+09,-4.774038,-116.138809,-3.652588,172.914013,9.470027,-45.622369,9.346547,-146.136181,3.776068,-72.400202,0,0
5.24E+09,-4.774038,-116.138809,-3.13629,174.288193,9.850082,-44.331821,9.346547,-146.136181,3.639826,-72.483833,0,0
5.24E+09,-4.774038,-116.138809,-2.621871,175.692757,10.22831,-42.999094,9.346547,-146.136181,3.503635,-72.55567,0,0
5.24E+09,-4.774038,-116.138809,-2.106339,177.126821,10.593153,-41.626638,9.346547,-146.136181,3.352945,-72.617279,0,0
5.24E+09,-4.774038,-116.138809,-1.594946,178.573213,10.91856,-40.250225,9.346547,-146.136181,3.16696,-72.687257,0,0
5.24E+09,-4.774038,-116.138809,-1.082846,179.934645,11.228068,-38.944006,9.346547,-146.136181,2.964367,-72.74247,0,0
5.24E+09,-4.774038,-116.138809,-0.574998,-178.598322,11.529238,-37.508137,9.346547,-146.136181,2.757689,-72.773634,0,0
5.24E+09,-4.774038,-116.138809,-0.067413,-177.144394,11.780287,-36.09191,9.346547,-146.136181,2.501154,-72.811336,0,0
5.24E+09,-4.774038,-116.138809,0.437171,-175.672533,12.019463,-34.626487,9.346547,-146.136181,2.235745,-72.817773,0,0
5.24E+09,-4.774038,-116.138809,0.940624,-174.135857,12.234089,-33.082752,9.346547,-146.136181,1.946918,-72.810715,0,0
5.24E+09,-4.774038,-116.138809,1.440613,-172.5935,12.409288,-31.518343,9.346547,-146.136181,1.622128,-72.788662,0,0
5.24E+09,-4.774038,-116.138809,1.939095,-171.152814,12.564965,-30.040848,9.346547,-146.136181,1.279323,-72.751854,0,0
5.24E+09,-4.774038,-116.138809,2.436588,-169.675799,12.710912,-28.530727,9.346547,-146.136181,0.927777,-72.718746,0,0
5.24E+09,-4.774038,-116.138809,2.930491,-168.317656,12.824711,-27.128821,9.346547,-146.136181,0.547673,-72.674984,0,0
5.24E+09,-4.774038,-116.138809,3.423427,-166.740486,12.932611,-25.512358,9.346547,-146.136181,0.162637,-72.635691,0,0
5.24E+09,-4.774038,-116.138809,3.912932,-165.230443,13.030953,-23.957849,9.346547,-146.136181,-0.228525,-72.591225,0,0
5.24E+09,-4.774038,-116.138809,4.401604,-163.718929,13.111025,-22.398978,9.346547,-146.136181,-0.637126,-72.543868,0,0
5.28E+09,-4.551748,-128.295894,-10.527071,156.798033,3.390504,-61.194095,8.96279,-158.551109,4.954785,-59.441018,0,0
5.28E+09,-4.551748,-128.295894,-10.008792,157.945897,3.86534,-60.09541,8.96279,-158.551109,4.911342,-59.490197,0,0
5.28E+09,-4.551748,-128.295894,-9.493965,159.167833,4.350019,-58.922038,8.96279,-158.551109,4.881194,-59.538761,0,0
5.28E+09,-4.551748,-128.295894,-8.975605,160.337778,4.850308,-57.78123,8.96279,-158.551109,4.863123,-59.567899,0,0
5.28E+09,-4.551748,-128.295894,-8.458593,161.570761,5.312185,-56.607024,8.96279,-158.551109,4.807988,-59.626676,0,0
5.28E+09,-4.551748,-128.295894,-7.940113,162.873028,5.789726,-55.354426,8.96279,-158.551109,4.767049,-59.676345,0,0
5.28E+09,-4.551748,-128.295894,-7.422236,164.133839,6.283731,-54.12347,8.96279,-158.551109,4.743177,-59.706199,0,0
5.28E+09,-4.551748,-128.295894,-6.904215,165.283938,6.738226,-53.022086,8.96279,-158.551109,4.679651,-59.754914,0,0
5.28E+09,-4.551748,-128.295894,-6.384351,166.571691,7.204496,-51.77234,8.96279,-158.551109,4.626056,-59.792922,0,0
5.28E+09,-4.551748,-128.295894,-5.8655,167.853246,7.674538,-50.527753,8.96279,-158.551109,4.577248,-59.82989,0,0
5.28E+09,-4.551748,-128.295894,-5.346023,169.194268,8.115639,-49.231847,8.96279,-158.551109,4.498873,-59.875005,0,0
5.28E+09,-4.551748,-128.295894,-4.827917,170.57131,8.555715,-47.892916,8.96279,-158.551109,4.420842,-59.913117,0,0
5.28E+09,-4.551748,-128.295894,-4.30954,171.825815,9.005149,-46.65866,8.96279,-158.551109,4.351899,-59.933366,0,0
5.28E+09,-4.551748,-128.295894,-3.794056,173.213961,9.411682,-45.294647,8.96279,-158.551109,4.242948,-59.957498,0,0
5.28E+09,-4.551748,-128.295894,-3.277067,174.586555,9.820725,-43.924737,8.96279,-158.551109,4.135001,-59.960183,0,0
5.28E+09,-4.551748,-128.295894,-2.762851,175.961195,10.22426,-42.559297,8.96279,-158.551109,4.024321,-59.969383,0,0
5.28E+09,-4.551748,-128.295894,-2.248778,177.394646,10.587029,-41.113899,8.96279,-158.551109,3.873017,-59.957436,0,0
5.28E+09,-4.551748,-128.295894,-1.737321,178.749576,10.941759,-39.73703,8.96279,-158.551109,3.71629,-59.935497,0,0
5.28E+09,-4.551748,-128.295894,-1.227461,-179.831789,11.287161,-38.275525,8.96279,-158.551109,3.551832,-59.892626,0,0
5.28E+09,-4.551748,-128.295894,-0.720891,-178.438118,11.583394,-36.821598,8.96279,-158.551109,3.341496,-59.832371,0,0
5.28E+09,-4.551748,-128.295894,-0.216654,-177.00658,11.859437,-35.319386,8.96279,-158.551109,3.113301,-59.761697,0,0
5.28E+09,-4.551748,-128.295894,0.286957,-175.530514,12.125287,-33.771946,8.96279,-158.551109,2.87554,-59.690323,0,0
5.28E+09,-4.551748,-128.295894,0.785969,-174.056225,12.339072,-32.200112,8.96279,-158.551109,2.590312,-59.592777,0,0
5.28E+09,-4.551748,-128.295894,1.284438,-172.664219,12.537689,-30.706591,8.96279,-158.551109,2.290462,-59.491262,0,0
5.28E+09,-4.551748,-128.295894,1.778722,-171.23623,12.712503,-29.168514,8.96279,-158.551109,1.970991,-59.381174,0,0
5.28E+09,-4.551748,-128.295894,2.272604,-169.829921,12.855985,-27.660422,8.96279,-158.551109,1.620591,-59.279392,0,0
5.28E+09,-4.551748,-128.295894,2.762965,-168.345534,12.9839,-26.075396,8.96279,-158.551109,1.258145,-59.178753,0,0
5.28E+09,-4.551748,-128.295894,3.252245,-166.876863,13.105827,-24.52517,8.96279,-158.551109,0.890792,-59.097198,0,0
5.28E+09,-4.551748,-128.295894,3.738024,-165.381688,13.204707,-22.944081,8.96279,-158.551109,0.503894,-59.011284,0,0
